BUSINESS NAME,ADDRESS,CITY,ZIP CODE,NAICS CODE,PHONE NUMBER,WEBSITE,ABC LICENSE,ADDRESS AUTHORITY,ADDRESS ID,GEOMETRY
BATON ROUGE AFRICAN AMERICAN MUSEUM,538 SOUTH BLVD,BATON ROUGE,70802,712110,225-244-9474,https://braamuseum.org/,NO,BATON ROUGE,93191,POINT (-91.184990655852 30.439490415154)
MATRIX CONSTRUCTION,10630 OLD LODGE CT,BATON ROUGE,70817,236000,,,NO,PARISH,5525,POINT (-90.974458524809 30.397038684727)
DREAMING JEANIE,5144 CROWN AVE,BATON ROUGE,70811,815000,,,NO,BATON ROUGE,90125,POINT (-91.139363142273 30.514094986102)
LONGBRANCH SALOON,11690 FLORIDA BLVD,BATON ROUGE,70815,722000,,,NO,BATON ROUGE,137245,POINT (-91.053321264217 30.458645652903)
ALADDIN CAFE,5443 STE H JONES CREEK RD,BATON ROUGE,70817,722110,,,NO,PARISH,135528,POINT (-91.015572921625 30.404584222312)
DOMAIN ARCHITECTURE,8316 KELWOOD AVE,BATON ROUGE,70806,541310,,,NO,BATON ROUGE,117063,POINT (-91.099572214247 30.447310698398)
MR PICK YO HEAD UP INCORPORATE,8134 S LAREDO AVE,BATON ROUGE,70811,445000,,,NO,PARISH,115670,POINT (-91.134415197549 30.523029145518)
VEES BAIL BOND,2850 EVANGELINE ST,BATON ROUGE,70805,815000,,,NO,BATON ROUGE,65200,POINT (-91.162024789618 30.492073577604)
LAWLESS MUSIC GROUP LLC,11312 FLAMINGO DR,BATON ROUGE,70814,,,,NO,PARISH,10353,POINT (-91.05625108677 30.486772098822)
RED SIX MEDIA,319 3RD ST,BATON ROUGE,70801,,,,NO,BATON ROUGE,142540,POINT (-91.188503181454 30.449704533072)
BEVS FINE PASTRIES LLC,1713 STE 8 WOODDALE BLVD,BATON ROUGE,70806,454000,,,NO,BATON ROUGE,230435,POINT (-91.112828173185 30.463567332852)
DMI CONTRACTORS INC,16942 OLD HAMMOND HWY,BATON ROUGE,70816,238000,,,NO,PARISH,39861,POINT (-91.00021711057 30.464016129612)
ALL ABOUT U MASSAGE,8755 STE B SULLIVAN RD,CENTRAL,70818,,,,NO,CENTRAL,221177,POINT (-91.029240221882 30.530697034491)
LOUISIANA SEAFOOD EXCHANGE INC.,11975 LAKELAND PARK BLVD,BATON ROUGE,70809,424460,,,NO,PARISH,14263,POINT (-91.048357030386 30.387487978495)
HOUSE & HOME MAGAZINE,8221 STE B SUMMA AVE,BATON ROUGE,70809,511120,,,NO,PARISH,135723,POINT (-91.10110052219 30.40013867209)
TOMMY HIRTH BUILDER LLC,1636 HOBBITON RD,BATON ROUGE,70810,236000,,,NO,PARISH,37131,POINT (-91.066961532251 30.359942267949)
PSDESIGN,15171 S HARRELL'S FERRY RD,BATON ROUGE,70816,518000,,,NO,BATON ROUGE,31312,POINT (-91.017839284045 30.428160691921)
IMPERIAL CREDIT INC,4205 NORTH BLVD,BATON ROUGE,70806,522291,,,NO,BATON ROUGE,81130,POINT (-91.146165483153 30.448658059296)
SULZER PUMPS US INC,11521 INDUSTRIPLEX BLVD,BATON ROUGE,70809,339000,,,NO,PARISH,11580,POINT (-91.052729669197 30.386749312081)
CRIME SCENE CLEANUP,11114 STE C CEDAR PARK AVE,BATON ROUGE,70809,815000,,,NO,PARISH,225749,POINT (-91.059350476025 30.390247193716)
J J LAWN CARE,1931 TIMBERWOOD DR,BATON ROUGE,70816,815000,,,NO,BATON ROUGE,49305,POINT (-91.011323619751 30.439912415563)
GRJ TRANSPORT LLC,7176 ALBANY ST,BATON ROUGE,70812,484000,,,NO,PARISH,109136,POINT (-91.118340600901 30.507744209362)
SLADES INDUSTRIAL SERVICE,2694 N ARDENWOOD DR,BATON ROUGE,70805,441210,,,NO,BATON ROUGE,62998,POINT (-91.129832117226 30.472990706289)
EARTH CONSULTING GROUP,14141 STE 4W AIRLINE HWY,BATON ROUGE,70817,541620,,,NO,PARISH,144351,POINT (-91.022240944283 30.368340407354)
BAYOU SOUTH MECHANICAL SERVICES LLC,13027 ROUNDLAKE DR,BATON ROUGE,70817,811000,,,NO,PARISH,216025,POINT (-91.033619773985 30.413077411398)
BUDGIESOFT,5643 HOLLY SPRINGS DR,BATON ROUGE,70817,518000,,,NO,PARISH,95934,POINT (-90.991873691346 30.401089511195)
PRECISION MOBILE,213 S ACADIAN THWY,BATON ROUGE,70806,815000,,,NO,BATON ROUGE,53795,POINT (-91.154522098104 30.447150328626)
T-CHEM INC,13445 S HARRELL'S FERRY RD,BATON ROUGE,70816,453000,,,NO,BATON ROUGE,23229,POINT (-91.034490368058 30.431988677992)
SOUTH BURBANK STORAGE CENTER LLC,9190 PARKWAY DR,BATON ROUGE,70810,493000,,,NO,PARISH,123174,POINT (-91.114768151438 30.353564830917)
KNOX TRANSPORTATION SERVICE LLC,1724 GENERAL MOUTON AVE,BATON ROUGE,70810,485000,,,NO,PARISH,41007,POINT (-91.124522287305 30.350433029219)
TYRANNOSAURUS PRESS LLC,5624 FAIRWAY DR,ZACHARY,70791,454000,,,NO,ZACHARY,194389,POINT (-91.189320199699 30.662758183599)
LOUISIANA CUTTING LLC,4157 JEFFREY DR,BATON ROUGE,70816,339000,,,NO,PARISH,181011,POINT (-91.062288561797 30.412633323214)
MITCHELLS HAIR CARE,5011 PRESCOTT RD,BATON ROUGE,70805,812111,,,NO,BATON ROUGE,88472,POINT (-91.140244931008 30.487846654745)
THE UPS STORE,2561 CITIPLACE CT,BATON ROUGE,70808,561000,,,NO,BATON ROUGE,61544,POINT (-91.129348904911 30.423890135135)
BROWN BROS FABRICATORS,22091 SAMUELS RD,ZACHARY,70791,815000,,,NO,PARISH,181431,POINT (-91.266303291232 30.678239316317)
J-C COFFEE HOUSE,15224 GEORGE O'NEAL RD,BATON ROUGE,70817,722110,,,NO,PARISH,139664,POINT (-91.015628268931 30.4065201989)
CORPORATE MECHANICAL,1045 N CARROLLTON AVE,BATON ROUGE,70806,238000,,,NO,BATON ROUGE,4085,POINT (-91.124122733867 30.459665801524)
IMAHARAS LANDSCAPE CO INC,8660 PERKINS RD,BATON ROUGE,70810,238000,,,NO,BATON ROUGE,181192,POINT (-91.104819626558 30.387181385215)
HOMEWOOD SENIOR CENTER,3653 GRANADA DR,BATON ROUGE,70810,713940,,,NO,BATON ROUGE,75406,POINT (-91.104702717632 30.394288104312)
RITTER CONTRACTORS LLC,3943 RICHLAND CIR,BATON ROUGE,70808,236000,,,NO,BATON ROUGE,78492,POINT (-91.149398435552 30.428690625507)
SUPER 8,10451 RIEGER RD,BATON ROUGE,70809,721000,,,NO,PARISH,155589,POINT (-91.063252442017 30.383489009884)
ED TURNLEY GENERAL CONTRACTORS,15223 OLD HAMMOND HWY,BATON ROUGE,70819,236000,,,NO,PARISH,166240,POINT (-91.015878280391 30.45658488605)
OLIVER H. VAN HORN CO. INC.,6301 CHOCTAW DR,BATON ROUGE,70805,333111,,,NO,BATON ROUGE,102430,POINT (-91.127002773268 30.471161775806)
JUST AS U WOULD,373 BON CREST AVE,BATON ROUGE,70807,812000,,,NO,BATON ROUGE,76013,POINT (-91.196907223225 30.544219997189)
THE LUMPKIN GROUP LLC,8675 BLUEBONNET BLVD,BATON ROUGE,70810,815000,,,NO,PARISH,136243,POINT (-91.100983320277 30.370631392371)
"CAKERY, THE",3358 STE 5D DRUSILLA LN,BATON ROUGE,70809,445291,,,NO,BATON ROUGE,135397,POINT (-91.088924593881 30.42035223518)
PHIRSTBITE LLC,5832 GEORGETOWN AVE,BATON ROUGE,70808,722000,,,NO,BATON ROUGE,97771,POINT (-91.124722626738 30.414651305364)
ANYTHING SWEET,2439 FAIRFIELDS AVE,BATON ROUGE,70802,454000,,,NO,BATON ROUGE,59839,POINT (-91.163919146275 30.467009278615)
PROVIDENT GROUP,2151 QUAIL RUN DR,BATON ROUGE,70808,523110,,,NO,BATON ROUGE,135910,POINT (-91.127074978814 30.405691777989)
ACADIAN INVESTIGATIONS,4460 STUMBERG LN,BATON ROUGE,70816,561000,,,NO,BATON ROUGE,83908,POINT (-91.036681709851 30.412444029866)
DIVERSIFIED DESIGN GROUP LLC,5644 ASPHODEL DR,BATON ROUGE,70806,815000,,,NO,BATON ROUGE,95942,POINT (-91.132313727148 30.452512025652)
RIVER OAK CONSTRUCTION,1962 RICHLAND AVE,BATON ROUGE,70808,326000,,,NO,BATON ROUGE,50436,POINT (-91.148430424047 30.430592022502)
IRBY-MOORE INC,1845 BELLROSE DR,BATON ROUGE,70815,561000,,,NO,BATON ROUGE,46873,POINT (-91.058350090266 30.437305588137)
CHASE BANK,11311 FLORIDA BLVD,BATON ROUGE,70815,521110,,,NO,BATON ROUGE,10346,POINT (-91.057781014207 30.459746316538)
"T.A. HARRIS,CPA",11944 STE A JUSTICE AVE,BATON ROUGE,70816,541211,,,NO,BATON ROUGE,144417,POINT (-91.048488631544 30.423821429633)
GALAXY GROUP ENTERPRISES LLC,13810 BRANTLEY DR,BAKER,70714,454000,,,NO,BAKER,189745,POINT (-91.154434994967 30.57230456599)
MARY'S NAILS,11872 COURSEY BLVD,BATON ROUGE,70816,812113,,,NO,BATON ROUGE,13693,POINT (-91.048525788405 30.410678543053)
WOOLLEY BROTHERS INC,2322 CHATAWA AVE,BATON ROUGE,70815,811000,,,NO,BATON ROUGE,57858,POINT (-91.093536006856 30.470114401207)
A&M'S RISING JANITORIAL AND CLEANING SERVICES,3813 MAYWOOD AVE,BATON ROUGE,70806,56100,,,NO,BATON ROUGE,76877,POINT (-91.151355079266 30.45227054306)
CAPITAL REGION BUILDERS ASSOCIATION,10518 KENTSHIRE CT,BATON ROUGE,70810,813000,225-769-7696,http://capitalregionba.com,NO,PARISH,4561,POINT (-91.104621492203 30.368634055858)
COLEMAN PARTNERS ARCHITECTS LLC,3377 NORTH BLVD,BATON ROUGE,70806,541000,,,NO,BATON ROUGE,72208,POINT (-91.154938772167 30.448457219469)
LOUISANA SCHOOLS FOR THE DEAF AND VISUALLY IMPAIRE,2888 BRIGHTSIDE DR,BATON ROUGE,70820,,,,NO,BATON ROUGE,134931,POINT (-91.188107363038 30.392858043264)
BLESSED OF HANDS CREATIONS,15620 WOODMOSS DR,BATON ROUGE,70816,815000,,,NO,PARISH,33823,POINT (-91.012617578854 30.45295484954)
GOLDIE C DOMINGUE APLC,5253 STE C DIJON DR,BATON ROUGE,70808,,,,NO,BATON ROUGE,91689,POINT (-91.11151326506 30.402267372297)
BATON ROUGE METROPOLITAN AIRPORT,9430 STE 300 JACKIE COCHRAN DR,BATON ROUGE,70807,488000,,,NO,BATON ROUGE,231786,POINT (-91.156125961923 30.533040857143)
ALL STEEL BUILDING SYSTEM LLC,7455 E INDUSTRIAL AVE,BATON ROUGE,70805,238130,,,NO,BATON ROUGE,111350,POINT (-91.114233537983 30.472960672243)
H & E EQUIPMENT SERVICES INC,7500 PECUE LN,BATON ROUGE,70809,453000,,,NO,BATON ROUGE,181791,POINT (-91.041911532776 30.383365531523)
HUNT GUILLOT & ASSOCIATES #2,9357 INTERLINE AVE,BATON ROUGE,70809,,,,NO,BATON ROUGE,124766,POINT (-91.081062402321 30.422770694796)
DOLLAR TREE #6299,1823 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,453000,,,NO,BATON ROUGE,142780,POINT (-91.056453486469 30.435189033301)
MI CUEVITA PLUS LLC,1853 W MURIEL DR,BATON ROUGE,70816,453000,,,YES,BATON ROUGE,133696,POINT (-91.059995614966 30.435614155632)
PHILLIPS CRAWFISH LLC,11537 GREENWELL SPRINGS RD,BATON ROUGE,70814,454000,,,NO,PARISH,11713,POINT (-91.05581372723 30.495191963625)
E H SERVICE,4063 N BARROW DR,BATON ROUGE,70802,561000,,,NO,BATON ROUGE,79851,POINT (-91.149012525683 30.466478199911)
B.R. BODY WORK COLLISION,2704 N ARDENWOOD DR,BATON ROUGE,70805,811111,,,NO,BATON ROUGE,63102,POINT (-91.129973553592 30.473337788878)
TIME AFTER TIME,2932 LANCELOT DR,BATON ROUGE,70816,454000,,,NO,BATON ROUGE,66118,POINT (-91.045576998742 30.424742786444)
RED ENTERTAINMENT EXPRESS,4245 NICHOLSON DR,BATON ROUGE,70808,713000,,,NO,BATON ROUGE,81662,POINT (-91.178367642908 30.398204033461)
BELLS JANITORIAL SERVICES LLC,1433 N 35TH ST,BATON ROUGE,70802,561000,,,NO,BATON ROUGE,27625,POINT (-91.154686155065 30.461300317623)
LOUISIANA SCHOOL BOARDS ASSOCIATION,7912 SUMMA AVE,BATON ROUGE,70809,813920,,,NO,PARISH,114311,POINT (-91.10439486668 30.401007539324)
LOUISIANA NEW SCHOOL ACADEMY,1900 NORTH BLVD,BATON ROUGE,70806,611110,225-751-5712,,NO,BATON ROUGE,48289,POINT (-91.168648505575 30.447625488126)
DOUGLAS CARPET & FLOOR CARE INC,6446 RENOIR AVE,BATON ROUGE,70806,238000,,,NO,BATON ROUGE,181091,POINT (-91.124777803434 30.460655938521)
URBAN SPORTS CENTER LLC,7790 GREENWELL SPRINGS RD,BATON ROUGE,70814,453000,,,NO,BATON ROUGE,113597,POINT (-91.10908814403 30.477449756072)
UNITED DESIGN STONE LLC,530 HIGHLAND TRACE DR,BATON ROUGE,70810,444000,,,NO,PARISH,92072,POINT (-91.076136547803 30.352933245447)
LANDRY AND ASSOCIATES,872 ARLINGTON AVE,BATON ROUGE,70806,541000,,,NO,BATON ROUGE,119700,POINT (-91.159222717896 30.440369715128)
MIDCITY URGENT CARE CENTER INC,3844 CONVENTION ST,BATON ROUGE,70806,621000,,,NO,BATON ROUGE,77375,POINT (-91.150714080033 30.44920723615)
BART KELLER COMPANY LLC,3256 NICHOLSON DR,BATON ROUGE,70802,238000,,,NO,BATON ROUGE,70859,POINT (-91.187716054264 30.419236334114)
JACKS SEAFOOD,5467 PLANK RD,BATON ROUGE,70805,722000,,,NO,BATON ROUGE,94122,POINT (-91.153449367335 30.499387757769)
ILLINOIS TOOL WORKS INC,4324 RHODA DR,BATON ROUGE,70816,,,,NO,PARISH,82420,POINT (-91.061642520509 30.411349742159)
SHADOW AND IVORY,10106 HAGEWOOD LN,BATON ROUGE,70809,454000,,,NO,PARISH,133920,POINT (-91.072640664133 30.398187529026)
ROBERT SOULE,6824 S FIELDGATE CT,BATON ROUGE,70808,541000,,,NO,BATON ROUGE,106613,POINT (-91.140960587377 30.388993444377)
SALON DECO,9257 STE 101 FLORIDA BLVD,BATON ROUGE,70815,812112,,,NO,BATON ROUGE,136829,POINT (-91.086285262529 30.455002881716)
MORTGAGE LENDING GROUP INC THE,4531 DURHAM PL,BATON ROUGE,70816,531000,,,NO,BATON ROUGE,84434,POINT (-91.050171513077 30.412936979834)
FOREVER BEAUTIFUL,6434 CEDAR GROVE DR,BATON ROUGE,70812,454000,,,NO,PARISH,103829,POINT (-91.121612162143 30.50981470284)
HAIR BY LOREAL LLC,7964 STE B3 GOODWOOD BLVD,BATON ROUGE,70806,812000,,,NO,BATON ROUGE,243501,POINT (-91.104539388898 30.441924501687)
TLC PROPERTIES INC,5321 CORPORATE BLVD,BATON ROUGE,70808,531000,,,NO,BATON ROUGE,92322,POINT (-91.134835643879 30.425361101222)
ECONOMY STONE MIDSTREAM FUEL L,1926 S RIVER RD,BATON ROUGE,70802,424000,,,NO,BATON ROUGE,181410,POINT (-91.193404819668 30.428656337253)
LUMINARY DESIGN LLC,14141 STE L AIRLINE HWY,BATON ROUGE,70817,815000,,,NO,PARISH,238947,POINT (-91.022923771403 30.368666096579)
CREATIVE GARMENT PRINTING,9816 S RIVER OAKS DR,BATON ROUGE,70815,815000,,,NO,BATON ROUGE,128545,POINT (-91.078480096934 30.449909159116)
I T I TECHNICAL COLLEGE,13944 AIRLINE HWY,BATON ROUGE,70809,611000,,,NO,PARISH,24970,POINT (-91.031290981293 30.368628604818)
HY-BON ENGINEERING,11838 RICHCROFT AVE,BATON ROUGE,70814,541000,,,NO,BATON ROUGE,13472,POINT (-91.049693320826 30.473233067081)
DJ ACCOUNTING & TAX SERVICES,1543 STE 13 DELPLAZA DR,BATON ROUGE,70815,815000,,,NO,BATON ROUGE,32755,POINT (-91.083005644291 30.438384649701)
DIXONS BARBER SHOP,1714 FLORIDA ST,BATON ROUGE,70802,815000,,,NO,BATON ROUGE,40501,POINT (-91.171455834204 30.449543505614)
MEDISTAR HOME HEALTH,2933 BRAKLEY DR,BATON ROUGE,70816,621000,,,NO,BATON ROUGE,135231,POINT (-91.049853244634 30.425438402512)
DEZ'S,3442 LEESBURG AVE,BATON ROUGE,70814,454000,,,NO,PARISH,73045,POINT (-91.055267509799 30.482061430472)
GRADY ENDOCRINOLOGY CENTER,10512 STE 102 S GLENSTONE PL,BATON ROUGE,70810,621000,,,NO,PARISH,218801,POINT (-91.106043061386 30.367829050673)
BURBANK SOCCER COMPLEX,12400 BURBANK DR,BATON ROUGE,70810,713000,,,YES,PARISH,17626,POINT (-91.096712065859 30.34814551021)
FOOT LOCKER #29540,5151 STE 130 PLANK RD,BATON ROUGE,70805,453000,,,NO,BATON ROUGE,241731,POINT (-91.15595826146 30.495410992834)
"CHARLES O SIMMONS JR, ATTY/SEALE & ROSS, ATTY/LEE HERRINGTON, ATTY",11959 STE B BRICKSOME AVE,BATON ROUGE,70816,541110,,,NO,BATON ROUGE,219801,POINT (-91.048152623293 30.425826271986)
ADAMS COLLISION AIRLINE,13779 AIRLINE HWY,BATON ROUGE,70817,811000,,,NO,PARISH,25098,POINT (-91.029100798001 30.370794844761)
POSH BOUTIQUE,8201 STE 1D VILLAGE PLAZA CT,BATON ROUGE,70810,453000,,,NO,PARISH,227763,POINT (-91.087937867932 30.373691631624)
QUALA WASH HOLDINGS,5395 HOOPER RD,BATON ROUGE,70811,815000,,,NO,PARISH,93253,POINT (-91.136895126536 30.525672262471)
INTERIOR DESIGN BY PAMELA,2542 TOULON DR,BATON ROUGE,70816,541000,,,NO,PARISH,135102,POINT (-91.061028475305 30.427702434042)
BERGERON ELECTRIC,11663 HONORE LN,BATON ROUGE,70809,238210,,,NO,PARISH,12578,POINT (-91.052243510403 30.383105460593)
ACCURATE LAB TESTING LLC,730 STE D COLONIAL DR,BATON ROUGE,70806,541000,,,NO,BATON ROUGE,239222,POINT (-91.099892392034 30.444356988658)
HIGHLAND CAR CARE & TIRE CENTER,20202 HIGHLAND RD,BATON ROUGE,70817,811111,,,NO,PARISH,51566,POINT (-91.006462419891 30.360174835881)
C LADY BUGZZ LLC,9242 GASSIE ST,BATON ROUGE,70807,488000,,,NO,BATON ROUGE,227702,POINT (-91.180327554327 30.530034296383)
FLORIDA GAS TRANSMISSION CORPORATION,8406 LOWER ZACHARY RD,ZACHARY,70791,221210,,,NO,PARISH,117662,POINT (-91.116919218486 30.632885047999)
BAYOU TAXI,1028 SHADYBROOK DR,BATON ROUGE,70816,485000,,,NO,PARISH,2559,POINT (-91.016281810312 30.453776749594)
COOL BLU POOLS LLC,7003 REVENUE DR,BATON ROUGE,70809,423910,,,NO,PARISH,107722,POINT (-91.048056687646 30.377062596749)
AE TECHNOLOGY,8924 S BLACKWATER RD,CENTRAL,70818,815000,,,NO,CENTRAL,207528,POINT (-91.088454680038 30.527755986355)
LIFE SOURCE SERVICES OF BR,3049 STE 125 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,815000,225-291-9421,http://lifesourcehospice.net,NO,BATON ROUGE,212283,POINT (-91.051263809001 30.424878671205)
MONICA WAECHTER DESIGN LLC,1166 INGLESIDE DR,BATON ROUGE,70806,,,,NO,BATON ROUGE,12552,POINT (-91.145572454581 30.437970137005)
EFCU FINANCIAL,15026 MARKET ST,BATON ROUGE,70817,522130,,,NO,PARISH,30568,POINT (-91.018181625808 30.406613633955)
RIVER CITY BATTERY SUPPLY,11353 STE A GREENWELL SPRINGS RD,BATON ROUGE,70814,423610,,,NO,PARISH,144148,POINT (-91.056620313126 30.494607476238)
KAYLEE'S SNACK SHOP,1301 THOMAS H DELPIT DR,BATON ROUGE,70802,722000,,,NO,BATON ROUGE,158506,POINT (-91.179932451527 30.43621402933)
NEXT DAY SIGNS,8300 STE C MADRID AVE,BATON ROUGE,70814,541890,,,NO,BATON ROUGE,116995,POINT (-91.100911697093 30.474062576954)
CYCLE GEAR #101,4855 STE B S SHERWOOD FOREST BLVD,BATON ROUGE,70816,441000,,,NO,BATON ROUGE,87427,POINT (-91.050952723873 30.410238303095)
GERALD'S ELECTRIC COMPANY,8485 MADRID AVE,BATON ROUGE,70814,238000,,,NO,BATON ROUGE,118224,POINT (-91.099760526051 30.474966221793)
VALUE HOMES,10328 MONTRACHET DR,BATON ROUGE,70817,531000,,,NO,PARISH,155809,POINT (-90.961974512092 30.355955387119)
EXTENDED VERSION,12090 STE Q S HARRELL'S FERRY RD,BATON ROUGE,70816,453000,,,NO,BATON ROUGE,227611,POINT (-91.048437669873 30.430559607173)
PATRICK L MILLER APLC,4980 STE B BLUEBONNET BLVD,BATON ROUGE,70809,541000,,,NO,PARISH,138586,POINT (-91.082314833459 30.403814391177)
SPECTRA MEASURING SYSTEMS INC,11441 INDUSTRIPLEX BLVD,BATON ROUGE,70809,453000,,,NO,PARISH,11144,POINT (-91.053784883265 30.387863017221)
TWENTY FIRST SERVICES LLC,4137 STE 220 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,524210,,,NO,BATON ROUGE,144843,POINT (-91.051117119966 30.415184844966)
NATURAL RESOURCES RECOVERY INC,351 BARRIERE WAY,BATON ROUGE,70807,815000,,,NO,PARISH,181296,POINT (-91.207469339195 30.556223691187)
TLE BERTHELOT LAW FIRM LLC,1660 THIBODEAUX AVE,BATON ROUGE,70806,541000,,,NO,BATON ROUGE,38407,POINT (-91.11411104522 30.434953654959)
BATON ROUGE MASSAGE THERAPY CENTER,4521 STE 9 JAMESTOWN AVE,BATON ROUGE,70808,621399,,,NO,BATON ROUGE,135829,POINT (-91.138513953198 30.42146349468)
KENNETH R LEE BAIL BONDING,1244 SHERWOOD FOREST BLVD,BATON ROUGE,70815,815000,,,NO,BATON ROUGE,18051,POINT (-91.057988477294 30.445604506155)
PARTY PARADISE,3546 DRUSILLA LN,BATON ROUGE,70809,453220,,,NO,BATON ROUGE,143902,POINT (-91.089897961961 30.41889086929)
ROMEROS FOOD MART #3,14447 DENHAM RD,PRIDE,70770,445000,,,YES,CENTRAL,202018,POINT (-91.025646024375 30.587957418918)
LIMOUSINE TRANSPORT INC,6817 GREENWELL SPRINGS RD,BATON ROUGE,70805,485410,,,NO,BATON ROUGE,106535,POINT (-91.121668623108 30.473168371119)
CAYENNE ROUGE,6333 RENOIR AVE,BATON ROUGE,70806,453000,,,NO,BATON ROUGE,148361,POINT (-91.125489769173 30.461219270081)
FLAM'N WINGZ & STUFFEDTHINGZ,1814 DALLAS DR,BATON ROUGE,70806,722000,,,NO,BATON ROUGE,45348,POINT (-91.110179603837 30.466243630317)
MMR CONSTRUCTORS INC,15961 AIRLINE HWY,BATON ROUGE,70817,238000,,,NO,PARISH,35204,POINT (-90.997081048322 30.349068201371)
WATER INVESTMENTS LLC,8230 SUMMA AVE,BATON ROUGE,70809,531210,,,NO,PARISH,116441,POINT (-91.100484764195 30.398781599692)
PATRICK MORRIS AGENCY LLC,7341 STE L JEFFERSON HWY,BATON ROUGE,70806,524210,,,NO,BATON ROUGE,177670,POINT (-91.112664810835 30.434871742598)
MARK'S MARINE AQUARIUM,3465 CEDARCREST AVE,BATON ROUGE,70816,453910,,,NO,BATON ROUGE,73409,POINT (-91.06701345407 30.419521312091)
ROB THE BUILDER,408 DELPHINE ST,BATON ROUGE,70806,236000,,,NO,BATON ROUGE,79982,POINT (-91.164289519772 30.444869204891)
COMMUNITY SOLUTIONS INC,9467 BROOKLINE AVE,BATON ROUGE,70809,624190,,,NO,BATON ROUGE,138724,POINT (-91.083081647445 30.428597434572)
MEDISTAR HEALTHCARE MGT CO,12041 BRICKSOME AVE,BATON ROUGE,70816,561110,,,NO,BATON ROUGE,14697,POINT (-91.047413946184 30.425129592723)
FASTSIGNS SOUTH,5565 ESSEN LN,BATON ROUGE,70809,541000,,,NO,PARISH,95167,POINT (-91.107463484772 30.397646843792)
ETCHIT GLASS DESIGNS,6710 HIGHLAND RD,BATON ROUGE,70808,815000,,,NO,BATON ROUGE,105789,POINT (-91.147130601432 30.383842223495)
HARTT SAFETY SERVICES INC,9505 COUNTRY LAKE DR,BATON ROUGE,70817,815000,,,NO,PARISH,126141,POINT (-90.994841338469 30.364302182393)
V & V ROOFING & SHEET METAL LLC,9120 AMBER DR,BATON ROUGE,70809,238000,,,NO,PARISH,122414,POINT (-91.031604571613 30.365262703451)
HERB'S TRAILERS,4035 PLANK RD,BATON ROUGE,70805,532120,,,NO,BATON ROUGE,79458,POINT (-91.158265932916 30.486838187566)
NEW HAVEN CHURCH OF GOD,1723 STE B DALLAS DR,BATON ROUGE,70806,813000,,,NO,BATON ROUGE,223793,POINT (-91.110064397898 30.465310202117)
LEROYS LIPSMACK N LEMONADE,1416 TANGLEBRIAR DR,BATON ROUGE,70810,454000,,,NO,PARISH,26675,POINT (-91.076256866943 30.358957186019)
G L GROUP INC,12577 MOLLYLEA DR,BATON ROUGE,70815,815000,,,NO,BATON ROUGE,19259,POINT (-91.041732636108 30.452398484709)
GLOBAL FINANCIAL SPECIALISTS,12723 WARWICK AVE,BATON ROUGE,70815,815000,,,NO,BATON ROUGE,20122,POINT (-91.04072383586 30.444641346064)
AA ACADEMY & DRIVING INSTITUTE,4317 AIRLINE HWY,BATON ROUGE,70811,611000,,,NO,BATON ROUGE,137624,POINT (-91.145831678628 30.510133903762)
SUZANNE TURNER ASSOCIATES,635 LOUISIANA AVE,BATON ROUGE,70802,815000,,,NO,BATON ROUGE,103110,POINT (-91.183977257209 30.445100859839)
HANAS BEAUTY SUPPLY AND FASHIONS,7925 GREENWELL SPRINGS RD,BATON ROUGE,70814,446120,,,NO,BATON ROUGE,138452,POINT (-91.10768389629 30.478709997624)
PROFILZE BARBER AND BEAUTY,1097 STE A S FLANNERY RD,BATON ROUGE,70815,812112,,,NO,BATON ROUGE,136277,POINT (-91.034558565209 30.448825493874)
BERNADINE'S OLD FASHION PECAN CANDY,4117 NOAH ST,BATON ROUGE,70802,722000,,,NO,BATON ROUGE,80265,POINT (-91.149341845165 30.462945045851)
UNITED FOOD MART,3164 PLANK RD,BATON ROUGE,70805,445000,,,YES,BATON ROUGE,69667,POINT (-91.16078251861 30.476811097694)
PRIME PHYSICAL THERAPHY LLC,9456 STE A JEFFERSON HWY,BATON ROUGE,70809,621000,,,NO,PARISH,135739,POINT (-91.079641529676 30.411501985514)
VICTORY & POWER DAY CARE,6966 HARRY DR,BATON ROUGE,70806,624410,,,NO,BATON ROUGE,107631,POINT (-91.119091538503 30.456871057074)
"DOWNS, SAFFIOTTI & BOUDREAUX LLP",10744 LINKWOOD CT,BATON ROUGE,70810,541000,,,NO,PARISH,6630,POINT (-91.097889061671 30.37400127901)
COMEAUX & ASSOCIATES REAL ESTATE APPRAISERS INC,8155 JEFFERSON HWY,BATON ROUGE,70809,531000,,,NO,BATON ROUGE,115882,POINT (-91.101655446506 30.423402188835)
PREMIER PRODUCE LLC,5125 ZACHARY-SLAUGHTER HWY,ZACHARY,70791,445000,,,NO,ZACHARY,197516,POINT (-91.150156371655 30.653233692126)
DAVIS DESIGN CONCEPTS LLC,18736 SANTA MARIA DR,BATON ROUGE,70809,815000,,,NO,PARISH,134666,POINT (-91.003306970315 30.341271346664)
WHITE GLOVE CLEANING SERVICES,6651 JUNIPER DR,BATON ROUGE,70812,5610003,,,NO,PARISH,105477,POINT (-91.124596099687 30.511460772372)
